Date,Season,home,hgoal,visitor,vgoal,winner
2010-08-15,2010,San Jose Earthquakes,1,Sporting Kansas City,0,San Jose Earthquakes
2010-08-15,2010,CD Chivas USA,0,Seattle Sounders,0,Seattle Sounders
2010-08-18,2010,Chicago Fire,2,New England Revolution,1,Chicago Fire
2010-08-21,2010,Toronto FC,1,New York Red Bulls,4,New York Red Bulls
2010-08-21,2010,San Jose Earthquakes,1,LA Galaxy,0,San Jose Earthquakes
2010-08-21,2010,Columbus Crew,3,Colorado Rapids,1,Columbus Crew
2010-08-21,2010,FC Dallas,1,CD Chivas USA,0,FC Dallas
2010-08-21,2010,Sporting Kansas City,4,New England Revolution,1,Sporting Kansas City
2010-08-21,2010,Houston Dynamo,4,Chicago Fire,3,Houston Dynamo
2010-08-22,2010,DC United,2,Philadelphia Union,0,DC United
2010-08-28,2010,Columbus Crew,0,FC Dallas,0,FC Dallas
2010-08-28,2010,Toronto FC,0,Real Salt Lake,0,Real Salt Lake
2010-08-28,2010,New England Revolution,1,Philadelphia Union,2,Philadelphia Union
2010-08-28,2010,New York Red Bulls,2,San Jose Earthquakes,0,New York Red Bulls
2010-08-28,2010,Colorado Rapids,3,Houston Dynamo,0,Colorado Rapids
2010-08-29,2010,LA Galaxy,0,Sporting Kansas City,2,Sporting Kansas City
2010-08-29,2010,Seattle Sounders,2,Chicago Fire,1,Seattle Sounders
2010-08-30,2010,CD Chivas USA,1,DC United,0,CD Chivas USA
2010-09-04,2010,Philadelphia Union,1,Sporting Kansas City,1,Sporting Kansas City
2010-09-04,2010,Chicago Fire,1,LA Galaxy,1,LA Galaxy
2010-09-04,2010,DC United,0,Columbus Crew,1,Columbus Crew
2010-09-04,2010,New England Revolution,3,Seattle Sounders,1,New England Revolution
2010-09-04,2010,FC Dallas,1,Toronto FC,0,FC Dallas
2010-09-04,2010,Real Salt Lake,1,New York Red Bulls,0,Real Salt Lake
2010-09-04,2010,Colorado Rapids,3,CD Chivas USA,0,Colorado Rapids
2010-09-05,2010,Houston Dynamo,1,San Jose Earthquakes,2,San Jose Earthquakes
2010-09-08,2010,Chicago Fire,0,Toronto FC,0,Toronto FC
2010-09-10,2010,Seattle Sounders,0,Real Salt Lake,0,Real Salt Lake
2010-09-11,2010,CD Chivas USA,2,New England Revolution,0,CD Chivas USA
2010-09-11,2010,Toronto FC,0,DC United,1,DC United
2010-09-11,2010,New York Red Bulls,3,Colorado Rapids,1,New York Red Bulls
2010-09-11,2010,Philadelphia Union,1,Chicago Fire,0,Philadelphia Union
2010-09-12,2010,San Jose Earthquakes,0,FC Dallas,0,FC Dallas
2010-09-12,2010,LA Galaxy,3,Columbus Crew,1,LA Galaxy
2010-09-16,2010,San Jose Earthquakes,1,Philadelphia Union,0,San Jose Earthquakes
2010-09-16,2010,FC Dallas,2,New York Red Bulls,2,New York Red Bulls
2010-09-18,2010,Real Salt Lake,1,Chicago Fire,0,Real Salt Lake
2010-09-18,2010,Columbus Crew,0,Seattle Sounders,4,Seattle Sounders
2010-09-18,2010,Houston Dynamo,1,Toronto FC,2,Toronto FC
2010-09-18,2010,Colorado Rapids,3,New England Revolution,0,Colorado Rapids
2010-09-19,2010,LA Galaxy,2,DC United,1,LA Galaxy
2010-09-19,2010,CD Chivas USA,0,Sporting Kansas City,2,Sporting Kansas City
2010-09-22,2010,Sporting Kansas City,4,Houston Dynamo,3,Sporting Kansas City
2010-09-22,2010,FC Dallas,2,New England Revolution,2,New England Revolution
2010-09-25,2010,LA Galaxy,0,New York Red Bulls,2,New York Red Bulls
2010-09-25,2010,Philadelphia Union,3,CD Chivas USA,0,Philadelphia Union
2010-09-25,2010,Toronto FC,2,San Jose Earthquakes,3,San Jose Earthquakes
2010-09-25,2010,DC United,1,Houston Dynamo,3,Houston Dynamo
2010-09-25,2010,New England Revolution,2,Columbus Crew,2,Columbus Crew
2010-09-25,2010,Chicago Fire,0,Seattle Sounders,1,Seattle Sounders
2010-09-25,2010,Sporting Kansas City,1,FC Dallas,3,FC Dallas
2010-09-26,2010,Real Salt Lake,1,Colorado Rapids,1,Colorado Rapids
2010-09-29,2010,Colorado Rapids,4,Philadelphia Union,1,Colorado Rapids
2010-09-30,2010,San Jose Earthquakes,0,Chicago Fire,3,Chicago Fire
2010-10-02,2010,Seattle Sounders,3,Toronto FC,2,Seattle Sounders
2010-10-02,2010,Philadelphia Union,1,Houston Dynamo,1,Houston Dynamo
2010-10-02,2010,Columbus Crew,0,San Jose Earthquakes,0,San Jose Earthquakes
2010-10-02,2010,New England Revolution,1,Real Salt Lake,2,Real Salt Lake
2010-10-02,2010,New York Red Bulls,1,Sporting Kansas City,0,New York Red Bulls
2010-10-02,2010,FC Dallas,3,Chicago Fire,0,FC Dallas
2010-10-02,2010,Colorado Rapids,0,DC United,1,DC United
2010-10-03,2010,CD Chivas USA,1,LA Galaxy,2,LA Galaxy
2010-10-07,2010,Philadelphia Union,0,LA Galaxy,1,LA Galaxy
2010-10-08,2010,Chicago Fire,2,Columbus Crew,0,Chicago Fire
2010-10-09,2010,New York Red Bulls,0,Real Salt Lake,0,Real Salt Lake
2010-10-09,2010,FC Dallas,2,Colorado Rapids,2,Colorado Rapids
2010-10-09,2010,DC United,0,San Jose Earthquakes,2,San Jose Earthquakes
2010-10-09,2010,Sporting Kansas City,1,Seattle Sounders,2,Seattle Sounders
2010-10-10,2010,CD Chivas USA,3,Toronto FC,0,CD Chivas USA
2010-10-10,2010,Houston Dynamo,1,New England Revolution,2,New England Revolution
2010-10-12,2010,Chicago Fire,0,Sporting Kansas City,2,Sporting Kansas City
2010-10-16,2010,Seattle Sounders,2,CD Chivas USA,1,Seattle Sounders
2010-10-16,2010,Chicago Fire,0,DC United,0,DC United
2010-10-16,2010,Toronto FC,2,Columbus Crew,2,Columbus Crew
2010-10-16,2010,Philadelphia Union,2,New York Red Bulls,1,Philadelphia Union
2010-10-16,2010,New England Revolution,1,Sporting Kansas City,0,New England Revolution
2010-10-16,2010,Real Salt Lake,2,FC Dallas,0,Real Salt Lake
2010-10-17,2010,San Jose Earthquakes,0,Houston Dynamo,1,Houston Dynamo
2010-10-17,2010,LA Galaxy,1,Colorado Rapids,3,Colorado Rapids
2010-10-21,2010,San Jose Earthquakes,3,CD Chivas USA,0,San Jose Earthquakes
2010-10-21,2010,New York Red Bulls,2,New England Revolution,0,New York Red Bulls
2010-10-23,2010,Houston Dynamo,2,Seattle Sounders,1,Houston Dynamo
2010-10-23,2010,DC United,2,Toronto FC,3,Toronto FC
2010-10-23,2010,Sporting Kansas City,4,San Jose Earthquakes,1,Sporting Kansas City
2010-10-23,2010,Colorado Rapids,2,Real Salt Lake,2,Real Salt Lake
2010-10-24,2010,CD Chivas USA,1,Chicago Fire,4,Chicago Fire
2010-10-24,2010,Columbus Crew,3,Philadelphia Union,1,Columbus Crew
2010-10-24,2010,LA Galaxy,2,FC Dallas,1,LA Galaxy
2010-10-28,2010,Colorado Rapids,1,Columbus Crew,0,Colorado Rapids
2010-10-30,2010,FC Dallas,2,Real Salt Lake,1,FC Dallas
2010-10-31,2010,San Jose Earthquakes,0,New York Red Bulls,1,New York Red Bulls
2010-10-31,2010,Seattle Sounders,0,LA Galaxy,1,LA Galaxy
2010-11-04,2010,New York Red Bulls,1,San Jose Earthquakes,3,San Jose Earthquakes
2010-11-06,2010,Columbus Crew,2,Colorado Rapids,1,Columbus Crew
2010-11-07,2010,Real Salt Lake,1,FC Dallas,1,FC Dallas
2010-11-07,2010,LA Galaxy,2,Seattle Sounders,1,LA Galaxy
2010-11-13,2010,Colorado Rapids,1,San Jose Earthquakes,0,Colorado Rapids
2010-11-14,2010,LA Galaxy,0,FC Dallas,3,FC Dallas
2010-11-21,2010,Colorado Rapids,1,FC Dallas,1,FC Dallas
2011-03-16,2011,Seattle Sounders,0,LA Galaxy,1,LA Galaxy
2011-03-19,2011,Vancouver Whitecaps,4,Toronto FC,2,Vancouver Whitecaps
2011-03-19,2011,DC United,3,Columbus Crew,1,DC United
2011-03-19,2011,New York Red Bulls,1,Seattle Sounders,0,New York Red Bulls
2011-03-19,2011,FC Dallas,1,Chicago Fire,1,Chicago Fire
2011-03-19,2011,Houston Dynamo,0,Philadelphia Union,1,Philadelphia Union
2011-03-19,2011,Colorado Rapids,3,Portland Timbers,1,Colorado Rapids
2011-03-20,2011,CD Chivas USA,2,Sporting Kansas City,3,Sporting Kansas City
2011-03-20,2011,San Jose Earthquakes,0,Real Salt Lake,1,Real Salt Lake
2011-03-20,2011,LA Galaxy,1,New England Revolution,1,New England Revolution
2011-03-26,2011,Seattle Sounders,1,Houston Dynamo,1,Houston Dynamo
2011-03-26,2011,Toronto FC,2,Portland Timbers,0,Toronto FC
2011-03-26,2011,Columbus Crew,0,New York Red Bulls,0,New York Red Bulls
2011-03-26,2011,Chicago Fire,3,Sporting Kansas City,2,Chicago Fire
2011-03-26,2011,Philadelphia Union,1,Vancouver Whitecaps,0,Philadelphia Union
2011-03-26,2011,New England Revolution,2,DC United,1,New England Revolution
2011-03-26,2011,Real Salt Lake,4,LA Galaxy,1,Real Salt Lake
2011-03-26,2011,FC Dallas,0,San Jose Earthquakes,2,San Jose Earthquakes
2011-03-27,2011,CD Chivas USA,0,Colorado Rapids,1,Colorado Rapids
2011-04-01,2011,Columbus Crew,2,FC Dallas,0,Columbus Crew
2011-04-02,2011,Toronto FC,1,CD Chivas USA,1,CD Chivas USA
2011-04-02,2011,Vancouver Whitecaps,3,Sporting Kansas City,3,Sporting Kansas City
2011-04-02,2011,New England Revolution,1,Portland Timbers,1,Portland Timbers
2011-04-02,2011,New York Red Bulls,1,Houston Dynamo,1,Houston Dynamo
2011-04-03,2011,LA Galaxy,1,Philadelphia Union,0,LA Galaxy
2011-04-03,2011,San Jose Earthquakes,2,Seattle Sounders,2,Seattle Sounders
2011-04-03,2011,Colorado Rapids,4,DC United,1,Colorado Rapids
2011-04-07,2011,Vancouver Whitecaps,1,New England Revolution,1,New England Revolution
2011-04-08,2011,FC Dallas,3,Colorado Rapids,0,FC Dallas
2011-04-09,2011,Seattle Sounders,2,Chicago Fire,1,Seattle Sounders
2011-04-09,2011,Philadelphia Union,1,New York Red Bulls,0,Philadelphia Union
2011-04-09,2011,New England Revolution,0,Real Salt Lake,2,Real Salt Lake
2011-04-09,2011,DC United,1,LA Galaxy,1,LA Galaxy
2011-04-10,2011,CD Chivas USA,0,Columbus Crew,0,Columbus Crew
2011-04-10,2011,San Jose Earthquakes,1,Toronto FC,1,Toronto FC
2011-04-10,2011,Houston Dynamo,3,Vancouver Whitecaps,1,Houston Dynamo
2011-04-13,2011,Toronto FC,0,LA Galaxy,0,LA Galaxy
2011-04-13,2011,Real Salt Lake,1,Colorado Rapids,0,Real Salt Lake
2011-04-15,2011,Portland Timbers,4,Chicago Fire,2,Portland Timbers
2011-04-16,2011,Philadelphia Union,1,Seattle Sounders,1,Seattle Sounders
2011-04-16,2011,Vancouver Whitecaps,0,CD Chivas USA,0,CD Chivas USA
2011-04-16,2011,Toronto FC,0,DC United,3,DC United
2011-04-16,2011,Columbus Crew,1,Sporting Kansas City,0,Columbus Crew
2011-04-16,2011,New York Red Bulls,3,San Jose Earthquakes,0,New York Red Bulls
2011-04-17,2011,Chicago Fire,1,LA Galaxy,2,LA Galaxy
2011-04-17,2011,Portland Timbers,3,FC Dallas,2,Portland Timbers
2011-04-17,2011,Houston Dynamo,1,New England Revolution,0,Houston Dynamo
2011-04-21,2011,DC United,0,New York Red Bulls,4,New York Red Bulls
2011-04-22,2011,Colorado Rapids,0,Seattle Sounders,1,Seattle Sounders
2011-04-23,2011,San Jose Earthquakes,1,CD Chivas USA,2,CD Chivas USA
2011-04-23,2011,Toronto FC,1,Columbus Crew,1,Columbus Crew
2011-04-23,2011,Vancouver Whitecaps,1,FC Dallas,2,FC Dallas
2011-04-23,2011,New England Revolution,3,Sporting Kansas City,2,New England Revolution
2011-04-23,2011,Chicago Fire,1,Houston Dynamo,1,Houston Dynamo
2011-04-24,2011,LA Galaxy,3,Portland Timbers,0,LA Galaxy
2011-04-29,2011,Houston Dynamo,4,DC United,1,Houston Dynamo
2011-04-30,2011,Philadelphia Union,1,San Jose Earthquakes,0,Philadelphia Union
2011-04-30,2011,New York Red Bulls,1,Sporting Kansas City,0,New York Red Bulls
2011-04-30,2011,Columbus Crew,2,Vancouver Whitecaps,1,Columbus Crew
2011-04-30,2011,Colorado Rapids,1,Chicago Fire,1,Chicago Fire
2011-05-01,2011,Seattle Sounders,3,Toronto FC,0,Seattle Sounders
2011-05-01,2011,Portland Timbers,1,Real Salt Lake,0,Portland Timbers
2011-05-01,2011,CD Chivas USA,3,New England Revolution,0,CD Chivas USA
2011-05-01,2011,FC Dallas,2,LA Galaxy,1,FC Dallas
2011-05-04,2011,DC United,2,Seattle Sounders,1,DC United
2011-05-04,2011,Houston Dynamo,1,Colorado Rapids,2,Colorado Rapids
2011-05-07,2011,Portland Timbers,1,Philadelphia Union,0,Portland Timbers
2011-05-07,2011,Real Salt Lake,1,CD Chivas USA,0,Real Salt Lake
2011-05-07,2011,Toronto FC,2,Houston Dynamo,1,Toronto FC
2011-05-07,2011,DC United,0,FC Dallas,0,FC Dallas
2011-05-07,2011,Columbus Crew,1,Seattle Sounders,1,Seattle Sounders
2011-05-07,2011,New England Revolution,0,Colorado Rapids,0,Colorado Rapids
2011-05-07,2011,Chicago Fire,0,Vancouver Whitecaps,0,Vancouver Whitecaps
2011-05-08,2011,LA Galaxy,1,New York Red Bulls,1,New York Red Bulls
2011-05-11,2011,Philadelphia Union,1,LA Galaxy,1,LA Galaxy
2011-05-11,2011,FC Dallas,1,Toronto FC,0,FC Dallas
2011-05-12,2011,Vancouver Whitecaps,1,San Jose Earthquakes,1,San Jose Earthquakes
2011-05-14,2011,Toronto FC,2,Chicago Fire,2,Chicago Fire
2011-05-14,2011,New England Revolution,1,Vancouver Whitecaps,0,New England Revolution
2011-05-14,2011,DC United,1,Colorado Rapids,1,Colorado Rapids
2011-05-14,2011,FC Dallas,2,Philadelphia Union,0,FC Dallas
2011-05-14,2011,Real Salt Lake,0,Houston Dynamo,0,Houston Dynamo
2011-05-15,2011,San Jose Earthquakes,3,Columbus Crew,0,San Jose Earthquakes
2011-05-15,2011,LA Galaxy,4,Sporting Kansas City,1,LA Galaxy
2011-05-15,2011,Seattle Sounders,1,Portland Timbers,1,Portland Timbers
2011-05-15,2011,New York Red Bulls,2,CD Chivas USA,3,CD Chivas USA
2011-05-21,2011,Philadelphia Union,2,Chicago Fire,1,Philadelphia Union
2011-05-21,2011,Houston Dynamo,2,New York Red Bulls,2,New York Red Bulls
2011-05-22,2011,CD Chivas USA,0,LA Galaxy,1,LA Galaxy
2011-05-22,2011,Seattle Sounders,1,Sporting Kansas City,0,Seattle Sounders
2011-05-22,2011,San Jose Earthquakes,2,New England Revolution,1,San Jose Earthquakes
2011-05-22,2011,Portland Timbers,1,Columbus Crew,0,Portland Timbers
2011-05-22,2011,Colorado Rapids,0,Toronto FC,0,Toronto FC
2011-05-22,2011,FC Dallas,0,Real Salt Lake,0,Real Salt Lake
2011-05-25,2011,New York Red Bulls,2,Colorado Rapids,2,Colorado Rapids
2011-05-26,2011,Seattle Sounders,0,FC Dallas,1,FC Dallas
2011-05-26,2011,LA Galaxy,1,Houston Dynamo,0,LA Galaxy
2011-05-28,2011,Toronto FC,2,Philadelphia Union,6,Philadelphia Union
2011-05-28,2011,Vancouver Whitecaps,1,New York Red Bulls,1,New York Red Bulls
2011-05-28,2011,Columbus Crew,3,CD Chivas USA,3,CD Chivas USA
2011-05-28,2011,New England Revolution,0,LA Galaxy,1,LA Galaxy
2011-05-28,2011,Houston Dynamo,2,FC Dallas,2,FC Dallas
2011-05-28,2011,Chicago Fire,2,San Jose Earthquakes,2,San Jose Earthquakes
2011-05-28,2011,Colorado Rapids,1,Sporting Kansas City,1,Sporting Kansas City
2011-05-28,2011,Real Salt Lake,1,Seattle Sounders,2,Seattle Sounders
2011-05-29,2011,Portland Timbers,2,DC United,3,DC United
2011-06-02,2011,CD Chivas USA,1,Vancouver Whitecaps,1,Vancouver Whitecaps
2011-06-04,2011,LA Galaxy,0,DC United,0,DC United
2011-06-04,2011,Toronto FC,0,Sporting Kansas City,0,Sporting Kansas City
2011-06-04,2011,New York Red Bulls,1,Columbus Crew,1,Columbus Crew
2011-06-04,2011,FC Dallas,1,New England Revolution,0,FC Dallas
2011-06-04,2011,Chicago Fire,0,Seattle Sounders,0,Seattle Sounders
2011-06-04,2011,Colorado Rapids,1,Philadelphia Union,1,Philadelphia Union
2011-06-04,2011,Real Salt Lake,2,Vancouver Whitecaps,0,Real Salt Lake
2011-06-05,2011,CD Chivas USA,1,Portland Timbers,0,CD Chivas USA
2011-06-05,2011,San Jose Earthquakes,2,Houston Dynamo,0,San Jose Earthquakes
2011-06-08,2011,Columbus Crew,2,Real Salt Lake,1,Columbus Crew
2011-06-10,2011,Sporting Kansas City,0,Chicago Fire,0,Chicago Fire
2011-06-10,2011,New York Red Bulls,2,New England Revolution,1,New York Red Bulls
2011-06-11,2011,Philadelphia Union,1,Real Salt Lake,1,Real Salt Lake
2011-06-11,2011,DC United,2,San Jose Earthquakes,4,San Jose Earthquakes
2011-06-11,2011,Houston Dynamo,2,CD Chivas USA,1,Houston Dynamo
2011-06-12,2011,Seattle Sounders,2,Vancouver Whitecaps,2,Vancouver Whitecaps
2011-06-12,2011,Portland Timbers,0,Colorado Rapids,1,Colorado Rapids
2011-06-12,2011,LA Galaxy,2,Toronto FC,2,Toronto FC
2011-06-12,2011,Columbus Crew,0,Chicago Fire,1,Chicago Fire
2011-06-12,2011,FC Dallas,1,Sporting Kansas City,4,Sporting Kansas City
2011-06-15,2011,New England Revolution,0,Toronto FC,0,Toronto FC
2011-06-17,2011,Sporting Kansas City,1,San Jose Earthquakes,0,Sporting Kansas City
2011-06-18,2011,Toronto FC,0,Seattle Sounders,1,Seattle Sounders
2011-06-18,2011,New England Revolution,1,Chicago Fire,1,Chicago Fire
2011-06-18,2011,Houston Dynamo,0,Columbus Crew,2,Columbus Crew
2011-06-18,2011,Real Salt Lake,1,DC United,1,DC United
2011-06-18,2011,Colorado Rapids,1,LA Galaxy,3,LA Galaxy
2011-06-19,2011,Vancouver Whitecaps,1,Philadelphia Union,0,Vancouver Whitecaps
2011-06-19,2011,CD Chivas USA,1,FC Dallas,2,FC Dallas
2011-06-20,2011,Portland Timbers,3,New York Red Bulls,3,New York Red Bulls
2011-06-22,2011,Philadelphia Union,0,Sporting Kansas City,0,Sporting Kansas City
2011-06-22,2011,Chicago Fire,0,Real Salt Lake,0,Real Salt Lake
2011-06-24,2011,Seattle Sounders,4,New York Red Bulls,2,Seattle Sounders
2011-06-25,2011,DC United,2,Houston Dynamo,2,Houston Dynamo
2011-06-25,2011,San Jose Earthquakes,0,LA Galaxy,0,LA Galaxy
2011-06-25,2011,Philadelphia Union,3,CD Chivas USA,2,Philadelphia Union
2011-06-25,2011,Sporting Kansas City,2,Vancouver Whitecaps,1,Sporting Kansas City
2011-06-25,2011,FC Dallas,4,Portland Timbers,0,FC Dallas
2011-06-25,2011,Real Salt Lake,3,Toronto FC,1,Real Salt Lake
2011-06-26,2011,Chicago Fire,1,New York Red Bulls,1,New York Red Bulls
2011-06-26,2011,Seattle Sounders,2,New England Revolution,1,Seattle Sounders
2011-06-26,2011,Columbus Crew,4,Colorado Rapids,1,Columbus Crew
2011-06-29,2011,Toronto FC,1,Vancouver Whitecaps,0,Toronto FC
2011-07-02,2011,DC United,2,Philadelphia Union,2,Philadelphia Union
2011-07-02,2011,FC Dallas,2,Columbus Crew,0,FC Dallas
2011-07-03,2011,CD Chivas USA,1,Chicago Fire,1,Chicago Fire
2011-07-03,2011,San Jose Earthquakes,2,New York Red Bulls,2,New York Red Bulls
2011-07-03,2011,Portland Timbers,1,Sporting Kansas City,2,Sporting Kansas City
2011-07-03,2011,Colorado Rapids,0,Houston Dynamo,0,Houston Dynamo
2011-07-04,2011,Real Salt Lake,3,New England Revolution,3,New England Revolution
2011-07-05,2011,LA Galaxy,0,Seattle Sounders,0,Seattle Sounders
2011-07-06,2011,New York Red Bulls,5,Toronto FC,0,New York Red Bulls
2011-07-06,2011,Sporting Kansas City,1,Colorado Rapids,1,Colorado Rapids
2011-07-07,2011,Vancouver Whitecaps,0,Columbus Crew,1,Columbus Crew
2011-07-07,2011,CD Chivas USA,2,San Jose Earthquakes,0,CD Chivas USA
2011-07-09,2011,Sporting Kansas City,1,CD Chivas USA,1,CD Chivas USA
2011-07-09,2011,New York Red Bulls,0,DC United,1,DC United
2011-07-09,2011,Houston Dynamo,2,Toronto FC,0,Houston Dynamo
2011-07-09,2011,Real Salt Lake,2,FC Dallas,0,Real Salt Lake
2011-07-09,2011,Colorado Rapids,2,Vancouver Whitecaps,1,Colorado Rapids
2011-07-10,2011,LA Galaxy,2,Chicago Fire,1,LA Galaxy
2011-07-10,2011,San Jose Earthquakes,0,Philadelphia Union,0,Philadelphia Union
2011-07-10,2011,Portland Timbers,2,Seattle Sounders,3,Seattle Sounders
2011-07-16,2011,Seattle Sounders,4,Colorado Rapids,3,Seattle Sounders
2011-07-16,2011,Columbus Crew,0,San Jose Earthquakes,0,San Jose Earthquakes
2011-07-16,2011,Chicago Fire,0,Portland Timbers,1,Portland Timbers
2011-07-16,2011,Houston Dynamo,1,Sporting Kansas City,1,Sporting Kansas City
2011-07-16,2011,FC Dallas,0,DC United,0,DC United
2011-07-17,2011,CD Chivas USA,0,New York Red Bulls,0,New York Red Bulls
2011-07-17,2011,New England Revolution,0,Philadelphia Union,3,Philadelphia Union
2011-07-20,2011,DC United,0,New England Revolution,1,New England Revolution
2011-07-20,2011,Toronto FC,0,FC Dallas,1,FC Dallas
2011-07-20,2011,Colorado Rapids,4,New York Red Bulls,1,Colorado Rapids
2011-07-21,2011,San Jose Earthquakes,2,Vancouver Whitecaps,2,Vancouver Whitecaps
2011-07-21,2011,LA Galaxy,1,Columbus Crew,0,LA Galaxy
2011-07-23,2011,New York Red Bulls,2,FC Dallas,2,FC Dallas
2011-07-23,2011,Columbus Crew,1,Portland Timbers,0,Columbus Crew
2011-07-23,2011,Sporting Kansas City,4,Toronto FC,2,Sporting Kansas City
2011-07-23,2011,Colorado Rapids,2,New England Revolution,2,New England Revolution
2011-07-24,2011,Real Salt Lake,4,San Jose Earthquakes,0,Real Salt Lake
2011-07-24,2011,CD Chivas USA,3,Houston Dynamo,0,CD Chivas USA
2011-07-29,2011,Philadelphia Union,1,Colorado Rapids,2,Colorado Rapids
2011-07-30,2011,Vancouver Whitecaps,0,LA Galaxy,4,LA Galaxy
2011-07-30,2011,Sporting Kansas City,1,New England Revolution,1,New England Revolution
2011-07-30,2011,Houston Dynamo,3,Seattle Sounders,1,Houston Dynamo
2011-07-30,2011,Real Salt Lake,0,Columbus Crew,2,Columbus Crew
2011-07-31,2011,San Jose Earthquakes,0,DC United,2,DC United
2011-07-31,2011,Portland Timbers,2,Toronto FC,2,Toronto FC
2011-07-31,2011,FC Dallas,1,CD Chivas USA,0,FC Dallas
2011-08-03,2011,Sporting Kansas City,2,Real Salt Lake,0,Sporting Kansas City
2011-08-03,2011,Chicago Fire,1,Philadelphia Union,1,Philadelphia Union
2011-08-04,2011,Portland Timbers,3,LA Galaxy,0,Portland Timbers
2011-08-05,2011,Colorado Rapids,2,Columbus Crew,0,Colorado Rapids
2011-08-06,2011,DC United,3,Toronto FC,3,Toronto FC
2011-08-06,2011,New England Revolution,2,CD Chivas USA,3,CD Chivas USA
2011-08-06,2011,Philadelphia Union,1,Houston Dynamo,1,Houston Dynamo
2011-08-06,2011,Sporting Kansas City,1,Seattle Sounders,2,Seattle Sounders
2011-08-06,2011,Real Salt Lake,3,New York Red Bulls,0,Real Salt Lake
2011-08-07,2011,LA Galaxy,3,FC Dallas,1,LA Galaxy
2011-08-07,2011,San Jose Earthquakes,1,Portland Timbers,1,Portland Timbers
2011-08-07,2011,Vancouver Whitecaps,4,Chicago Fire,2,Vancouver Whitecaps
2011-08-13,2011,Seattle Sounders,0,CD Chivas USA,0,CD Chivas USA
2011-08-13,2011,Toronto FC,1,Real Salt Lake,0,Toronto FC
2011-08-13,2011,Columbus Crew,3,New England Revolution,1,Columbus Crew
2011-08-13,2011,New York Red Bulls,2,Chicago Fire,2,Chicago Fire
2011-08-13,2011,DC United,4,Vancouver Whitecaps,0,DC United
2011-08-13,2011,Philadelphia Union,2,FC Dallas,2,FC Dallas
2011-08-14,2011,San Jose Earthquakes,1,Colorado Rapids,2,Colorado Rapids
2011-08-14,2011,Houston Dynamo,2,Portland Timbers,1,Houston Dynamo
2011-08-17,2011,New England Revolution,1,Houston Dynamo,1,Houston Dynamo
2011-08-17,2011,Sporting Kansas City,3,Portland Timbers,1,Sporting Kansas City
2011-08-18,2011,Chicago Fire,1,DC United,1,DC United
2011-08-20,2011,New England Revolution,2,New York Red Bulls,2,New York Red Bulls
2011-08-20,2011,Columbus Crew,2,Philadelphia Union,1,Columbus Crew
